run_type,search_version,results,time_ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 51 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 91 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 63 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 70 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 29 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 58 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 94 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 33 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 65 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 68 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 37 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 45 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 81 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 31 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 44 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 58 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 96 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 21 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 58 ms
Java results, V4, [web-result-for:"Java is great" image-result-for:"Java is great" video-result-for:"Java is great"], 34 ms
